date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2014-01-01,15,5,0.0,8.7,4,0,06:12 AM,05:04 PM,06:52 AM,05:03 PM,-1,11,12,11,17,0,43,0.0,1021,15,10,242,12,shanghai
2014-01-02,14,7,0.0,8.7,4,2,07:10 AM,06:12 PM,06:53 AM,05:04 PM,4,11,13,11,21,3,60,0.0,1019,14,10,141,14,shanghai
2014-01-03,16,9,0.0,8.7,4,10,08:02 AM,07:22 PM,06:53 AM,05:05 PM,3,11,12,11,21,26,55,0.0,1017,16,10,295,14,shanghai
2014-01-04,10,4,0.0,5.5,2,17,08:49 AM,08:29 PM,06:53 AM,05:05 PM,3,7,9,7,17,24,68,0.1,1022,10,10,169,14,shanghai
2014-01-05,10,3,0.0,8.7,3,24,09:32 AM,09:35 PM,06:53 AM,05:06 PM,3,9,9,9,9,12,66,0.0,1024,10,10,117,6,shanghai
2014-01-06,11,5,0.0,8.7,3,31,10:11 AM,10:37 PM,06:53 AM,05:07 PM,5,7,9,7,27,4,73,0.0,1024,11,10,120,19,shanghai
2014-01-07,12,9,0.0,5.5,3,39,10:50 AM,11:39 PM,06:53 AM,05:08 PM,8,8,10,8,23,68,88,0.2,1019,12,9,200,15,shanghai
2014-01-08,9,4,0.0,4.0,2,46,11:28 AM,No moonset,06:53 AM,05:09 PM,5,4,8,4,33,83,82,0.0,1024,9,10,294,23,shanghai
2014-01-09,5,2,0.0,8.7,2,53,12:05 PM,12:37 AM,06:54 AM,05:09 PM,-2,1,4,1,20,12,63,0.0,1033,5,10,158,16,shanghai
2014-01-10,7,1,0.0,8.7,2,61,12:45 PM,01:34 AM,06:54 AM,05:10 PM,-0,4,6,4,15,18,63,0.0,1033,7,10,93,11,shanghai
2014-01-11,7,5,0.0,4.0,2,68,01:27 PM,02:29 AM,06:54 AM,05:11 PM,3,3,6,3,23,100,81,1.7,1031,7,6,81,15,shanghai
2014-01-12,9,4,0.0,5.5,2,75,02:11 PM,03:23 AM,06:53 AM,05:12 PM,2,3,6,3,21,64,78,3.0,1031,9,9,96,14,shanghai
2014-01-13,6,3,0.0,7.1,1,82,02:58 PM,04:14 AM,06:53 AM,05:13 PM,-0,2,5,2,22,78,69,0.0,1032,6,10,26,16,shanghai
2014-01-14,7,2,0.0,7.1,2,90,03:48 PM,05:02 AM,06:53 AM,05:14 PM,-0,2,5,2,18,19,67,0.1,1032,7,10,13,14,shanghai
2014-01-15,7,1,0.0,8.7,2,97,04:38 PM,05:47 AM,06:53 AM,05:15 PM,-0,4,6,4,14,2,64,0.0,1034,7,10,161,11,shanghai
2014-01-16,10,2,0.0,8.7,3,100,05:31 PM,06:29 AM,06:53 AM,05:15 PM,3,6,7,6,13,16,73,0.0,1029,10,10,123,9,shanghai
2014-01-17,11,4,0.0,8.7,2,89,06:23 PM,07:08 AM,06:53 AM,05:16 PM,3,8,9,8,9,30,71,0.0,1027,11,10,208,6,shanghai
2014-01-18,8,3,0.0,8.7,3,81,07:16 PM,07:44 AM,06:53 AM,05:17 PM,1,4,7,4,20,3,69,0.0,1034,8,10,338,15,shanghai
2014-01-19,9,1,0.0,8.7,3,74,08:09 PM,08:18 AM,06:52 AM,05:18 PM,3,7,9,7,15,1,69,0.0,1030,9,10,148,11,shanghai
2014-01-20,11,3,0.0,8.7,2,67,09:02 PM,08:52 AM,06:52 AM,05:19 PM,-4,4,7,4,28,17,46,0.0,1028,11,10,271,19,shanghai
2014-01-21,6,0,0.0,8.7,2,59,09:56 PM,09:25 AM,06:52 AM,05:20 PM,-8,1,5,1,19,0,42,0.0,1032,6,10,257,16,shanghai
2014-01-22,5,-1,0.0,8.7,2,52,10:51 PM,09:58 AM,06:51 AM,05:21 PM,-6,5,6,5,8,0,42,0.0,1031,5,10,249,7,shanghai
2014-01-23,10,2,0.0,8.7,3,45,11:48 PM,10:34 AM,06:51 AM,05:22 PM,1,4,7,4,24,0,63,0.0,1024,10,10,155,18,shanghai
2014-01-24,15,5,0.0,8.7,3,38,No moonrise,11:13 AM,06:51 AM,05:23 PM,4,8,10,8,35,24,66,0.0,1018,15,10,173,20,shanghai
2014-01-25,16,8,0.0,8.7,3,30,12:47 AM,11:56 AM,06:50 AM,05:24 PM,5,9,11,9,33,26,66,0.1,1020,16,10,207,22,shanghai
2014-01-26,9,5,0.0,5.6,2,23,01:49 AM,12:44 PM,06:50 AM,05:24 PM,-0,4,7,4,24,59,61,0.0,1029,9,10,36,18,shanghai
2014-01-27,12,4,0.0,8.7,3,16,02:50 AM,01:39 PM,06:49 AM,05:25 PM,3,7,9,7,20,17,68,0.0,1024,12,10,145,14,shanghai
2014-01-28,14,6,0.0,8.7,4,9,03:52 AM,02:40 PM,06:49 AM,05:26 PM,5,8,10,8,19,20,72,0.0,1024,14,10,84,13,shanghai
2014-01-29,12,7,0.0,5.6,3,1,04:51 AM,03:46 PM,06:48 AM,05:27 PM,8,9,10,9,18,70,88,1.1,1020,12,10,180,13,shanghai
2014-01-30,17,8,0.0,8.7,4,0,05:46 AM,04:55 PM,06:48 AM,05:28 PM,10,13,14,13,13,16,81,0.0,1019,17,8,243,9,shanghai
2014-01-31,17,8,0.0,8.7,4,0,06:36 AM,06:04 PM,06:47 AM,05:29 PM,9,11,13,11,35,19,82,0.0,1019,17,10,143,21,shanghai
2014-02-01,24,13,0.0,8.7,5,6,07:22 AM,07:13 PM,06:46 AM,05:30 PM,12,17,18,17,30,18,73,0.0,1013,24,10,238,17,shanghai
2014-02-02,17,11,0.0,8.7,4,14,08:04 AM,08:19 PM,06:46 AM,05:31 PM,11,15,15,15,13,15,78,0.0,1012,17,10,147,9,shanghai
2014-02-03,10,4,0.0,4.1,2,21,08:45 AM,09:24 PM,06:45 AM,05:32 PM,4,4,8,4,32,83,78,0.1,1018,10,10,29,23,shanghai
2014-02-04,6,3,0.0,8.7,2,29,09:25 AM,10:25 PM,06:45 AM,05:32 PM,-4,0,4,0,26,31,55,0.0,1027,6,10,36,20,shanghai
2014-02-05,6,4,0.0,4.1,2,36,10:04 AM,11:25 PM,06:44 AM,05:33 PM,3,2,6,2,30,94,80,1.2,1023,6,9,88,20,shanghai
2014-02-06,9,8,0.0,4.1,2,44,10:44 AM,No moonset,06:43 AM,05:34 PM,8,6,9,6,28,100,94,5.7,1018,9,7,54,19,shanghai
2014-02-07,7,3,0.0,4.1,2,51,11:26 AM,12:22 AM,06:42 AM,05:35 PM,4,2,6,2,33,100,89,0.9,1018,7,8,145,23,shanghai
2014-02-08,6,1,0.0,5.6,1,59,12:09 PM,01:17 AM,06:42 AM,05:36 PM,-1,-1,3,-1,26,65,76,0.0,1022,6,10,336,19,shanghai
2014-02-09,3,0,0.3,4.1,1,66,12:56 PM,02:09 AM,06:41 AM,05:37 PM,-2,-3,2,-3,35,89,75,0.5,1026,3,8,219,25,shanghai
2014-02-10,3,-1,0.1,8.7,1,74,01:44 PM,02:59 AM,06:40 AM,05:38 PM,-5,-5,0,-5,34,55,66,0.2,1029,3,9,337,25,shanghai
2014-02-11,5,-2,0.0,7.2,1,81,02:34 PM,03:45 AM,06:39 AM,05:38 PM,-5,-4,1,-4,28,58,66,0.0,1027,5,10,333,21,shanghai
2014-02-12,6,1,0.0,4.1,1,89,03:26 PM,04:27 AM,06:38 AM,05:39 PM,1,-0,4,-0,30,95,79,0.9,1027,6,7,147,21,shanghai
2014-02-13,7,4,0.0,4.1,2,97,04:18 PM,05:08 AM,06:37 AM,05:40 PM,1,1,5,1,28,83,74,0.4,1029,7,9,139,20,shanghai
2014-02-14,8,2,0.0,7.2,2,100,05:11 PM,05:45 AM,06:37 AM,05:41 PM,-1,2,5,2,23,45,67,0.0,1028,8,10,218,17,shanghai
2014-02-15,9,0,0.0,8.7,3,88,06:04 PM,06:20 AM,06:36 AM,05:42 PM,0,4,6,4,14,23,65,0.0,1027,9,10,64,10,shanghai
2014-02-16,8,5,0.0,4.2,2,81,06:58 PM,06:54 AM,06:35 AM,05:43 PM,6,5,8,5,24,76,88,2.3,1023,8,10,107,16,shanghai
2014-02-17,9,6,0.0,4.2,2,73,07:52 PM,07:28 AM,06:34 AM,05:43 PM,7,5,8,5,30,90,93,0.0,1021,9,10,231,20,shanghai
2014-02-18,4,2,0.0,4.2,1,66,08:47 PM,08:01 AM,06:33 AM,05:44 PM,4,-0,4,-0,32,100,97,3.1,1024,4,9,182,20,shanghai
2014-02-19,6,1,0.0,4.2,1,58,09:43 PM,08:36 AM,06:32 AM,05:45 PM,1,-1,3,-1,27,76,83,0.7,1027,6,8,315,19,shanghai
2014-02-20,9,1,0.0,7.2,2,51,10:40 PM,09:14 AM,06:31 AM,05:46 PM,1,4,6,4,17,15,72,0.0,1031,9,10,226,13,shanghai
2014-02-21,9,2,0.0,8.7,3,43,11:39 PM,09:54 AM,06:30 AM,05:47 PM,1,5,7,5,15,11,67,0.0,1031,9,10,104,11,shanghai
2014-02-22,10,4,0.0,7.2,2,36,No moonrise,10:39 AM,06:29 AM,05:47 PM,3,4,7,4,22,44,75,0.0,1029,10,10,109,15,shanghai
2014-02-23,12,5,0.0,8.7,3,28,12:39 AM,11:30 AM,06:28 AM,05:48 PM,5,7,9,7,18,13,77,0.0,1029,12,10,91,13,shanghai
2014-02-24,11,6,0.0,4.2,2,20,01:39 AM,12:26 PM,06:27 AM,05:49 PM,7,7,9,7,23,87,85,2.5,1026,11,9,108,15,shanghai
2014-02-25,10,9,0.0,4.2,2,13,02:36 AM,01:27 PM,06:26 AM,05:50 PM,9,7,10,7,32,100,97,4.5,1021,10,10,80,20,shanghai
2014-02-26,11,8,0.0,4.2,2,5,03:31 AM,02:32 PM,06:25 AM,05:50 PM,9,8,10,8,20,91,94,0.2,1022,11,6,342,14,shanghai
2014-02-27,14,7,0.0,5.7,3,0,04:22 AM,03:40 PM,06:24 AM,05:51 PM,9,10,11,10,10,62,86,0.2,1024,14,7,180,7,shanghai
2014-02-28,9,7,0.0,4.2,2,0,05:10 AM,04:48 PM,06:22 AM,05:52 PM,7,7,9,7,20,85,91,0.0,1021,9,10,72,14,shanghai
2014-03-01,8,5,0.0,4.2,2,0,05:54 AM,05:56 PM,06:21 AM,05:53 PM,5,4,7,4,24,88,88,5.6,1021,8,9,147,17,shanghai
2014-03-02,11,4,0.0,7.2,2,2,06:35 AM,07:02 PM,06:20 AM,05:53 PM,2,5,7,5,22,45,71,0.0,1024,11,10,151,16,shanghai
2014-03-03,12,6,0.0,8.7,3,9,07:17 AM,08:06 PM,06:19 AM,05:54 PM,4,7,9,7,26,36,69,0.3,1024,12,9,71,18,shanghai
2014-03-04,11,7,0.0,4.3,2,16,07:57 AM,09:09 PM,06:18 AM,05:55 PM,8,8,9,8,16,84,91,1.2,1022,11,9,141,11,shanghai
2014-03-05,10,4,0.0,8.7,3,24,08:38 AM,10:09 PM,06:17 AM,05:55 PM,2,5,7,5,24,18,71,0.0,1027,10,10,116,17,shanghai
2014-03-06,7,3,0.0,4.3,2,31,09:21 AM,11:07 PM,06:16 AM,05:56 PM,0,3,6,3,19,58,67,0.2,1029,7,10,61,14,shanghai
2014-03-07,10,3,0.0,7.2,2,38,10:05 AM,No moonset,06:15 AM,05:57 PM,0,4,7,4,21,32,63,0.0,1030,10,10,74,15,shanghai
2014-03-08,7,2,0.0,4.3,2,46,10:51 AM,12:01 AM,06:13 AM,05:58 PM,2,4,6,4,15,82,79,1.8,1026,7,9,120,10,shanghai
2014-03-09,13,2,0.0,8.7,3,53,11:39 AM,12:52 AM,06:12 AM,05:58 PM,5,9,10,9,10,4,73,0.0,1027,13,10,251,7,shanghai
2014-03-10,13,2,0.0,5.8,3,60,12:28 PM,01:40 AM,06:11 AM,05:59 PM,6,8,10,8,15,28,78,0.0,1028,13,10,141,10,shanghai
2014-03-11,14,7,0.0,11.6,4,67,01:20 PM,02:24 AM,06:10 AM,06:00 PM,7,8,11,8,35,10,78,0.0,1023,14,10,147,24,shanghai
2014-03-12,15,7,0.0,6.0,3,75,02:12 PM,03:05 AM,06:09 AM,06:00 PM,11,10,12,10,28,89,94,7.2,1015,15,10,256,18,shanghai
2014-03-13,11,3,0.0,11.6,3,82,03:04 PM,03:44 AM,06:07 AM,06:01 PM,1,4,7,4,27,24,64,0.0,1023,11,10,328,20,shanghai
2014-03-14,14,3,0.0,11.6,4,89,03:57 PM,04:19 AM,06:06 AM,06:02 PM,2,8,10,8,21,9,56,0.0,1025,14,10,241,14,shanghai
2014-03-15,18,6,0.0,11.6,4,96,04:51 PM,04:54 AM,06:05 AM,06:02 PM,5,12,13,12,23,10,60,0.0,1022,18,10,184,15,shanghai
2014-03-16,19,9,0.0,11.6,5,100,05:45 PM,05:28 AM,06:04 AM,06:03 PM,10,15,16,15,25,7,73,0.0,1020,19,10,167,15,shanghai
2014-03-17,24,13,0.0,11.6,4,89,06:40 PM,06:02 AM,06:03 AM,06:03 PM,14,18,19,18,19,41,77,0.7,1016,24,10,190,12,shanghai
2014-03-18,24,10,0.0,11.6,5,82,07:37 PM,06:37 AM,06:01 AM,06:04 PM,15,19,20,19,13,0,75,0.0,1016,24,10,108,10,shanghai
2014-03-19,13,8,0.0,7.5,3,74,08:35 PM,07:15 AM,06:00 AM,06:05 PM,9,9,11,9,24,81,87,0.9,1016,13,10,140,17,shanghai
2014-03-20,13,6,0.0,11.8,3,67,09:34 PM,07:55 AM,05:59 AM,06:05 PM,2,6,9,6,28,46,62,0.1,1024,13,10,300,20,shanghai
2014-03-21,14,3,0.0,12.5,4,60,10:33 PM,08:38 AM,05:58 AM,06:06 PM,1,9,10,9,17,3,53,0.0,1027,14,10,174,13,shanghai
2014-03-22,15,5,0.0,12.5,4,53,11:33 PM,09:27 AM,05:56 AM,06:07 PM,4,10,12,10,23,5,60,0.0,1025,15,10,158,16,shanghai
2014-03-23,15,7,0.0,12.5,4,45,No moonrise,10:20 AM,05:55 AM,06:07 PM,7,9,11,9,32,22,77,0.0,1026,15,10,141,21,shanghai
2014-03-24,13,9,0.0,11.8,4,38,12:29 AM,11:19 AM,05:54 AM,06:08 PM,9,10,12,10,28,53,84,0.0,1022,13,10,176,19,shanghai
2014-03-25,14,6,0.0,11.8,3,31,01:24 AM,12:20 PM,05:53 AM,06:09 PM,4,9,11,9,19,49,66,0.0,1025,14,10,180,13,shanghai
2014-03-26,15,6,0.0,11.8,3,24,02:14 AM,01:25 PM,05:52 AM,06:09 PM,5,10,12,10,19,52,67,0.5,1024,15,10,162,13,shanghai
2014-03-27,17,9,0.0,12.6,4,16,03:01 AM,02:30 PM,05:50 AM,06:10 PM,11,12,14,12,28,31,83,0.6,1018,17,10,132,19,shanghai
2014-03-28,18,12,0.0,9.2,4,9,03:46 AM,03:36 PM,05:49 AM,06:11 PM,14,15,15,15,32,74,90,1.5,1011,18,8,149,20,shanghai
2014-03-29,20,14,0.0,9.2,4,2,04:27 AM,04:41 PM,05:48 AM,06:11 PM,16,17,17,17,18,72,93,2.6,1008,20,6,206,12,shanghai
2014-03-30,20,10,0.0,12.7,5,0,05:08 AM,05:46 PM,05:47 AM,06:12 PM,10,14,15,14,19,20,76,0.0,1016,20,10,187,13,shanghai
2014-03-31,15,10,0.0,12.7,3,0,05:49 AM,06:49 PM,05:45 AM,06:12 PM,7,12,13,12,17,41,70,0.0,1016,15,10,97,12,shanghai
2014-04-01,17,11,0.0,11.9,3,5,06:29 AM,07:51 PM,05:44 AM,06:13 PM,10,14,14,14,11,50,77,0.0,1016,17,10,90,8,shanghai
2014-04-02,18,10,0.0,10.6,4,13,07:12 AM,08:51 PM,05:43 AM,06:14 PM,11,14,14,14,15,55,81,0.2,1016,18,10,86,11,shanghai
2014-04-03,19,9,0.0,12.7,4,21,07:56 AM,09:49 PM,05:42 AM,06:14 PM,10,13,14,13,17,44,77,0.6,1017,19,9,40,12,shanghai
2014-04-04,19,6,0.0,12.7,4,28,08:42 AM,10:42 PM,05:41 AM,06:15 PM,5,14,15,14,14,2,54,0.0,1019,19,10,222,10,shanghai
2014-04-05,20,7,0.0,12.8,4,36,09:31 AM,11:33 PM,05:39 AM,06:16 PM,5,12,13,12,21,10,58,0.0,1020,20,10,141,15,shanghai
2014-04-06,15,4,0.0,12.8,3,43,10:20 AM,No moonset,05:38 AM,06:16 PM,2,9,11,9,19,42,56,0.0,1025,15,10,97,14,shanghai
2014-04-07,17,10,0.0,12.8,4,51,11:12 AM,12:19 AM,05:37 AM,06:17 PM,9,12,13,12,24,49,77,0.9,1019,17,10,155,17,shanghai
2014-04-08,20,12,0.0,12.8,4,58,12:03 PM,01:01 AM,05:36 AM,06:18 PM,13,15,15,15,11,57,86,0.1,1017,20,8,92,7,shanghai
2014-04-09,20,11,0.0,12.8,4,66,12:56 PM,01:41 AM,05:34 AM,06:18 PM,13,16,16,16,13,34,86,0.0,1017,20,7,124,10,shanghai
2014-04-10,22,11,0.0,12.9,4,73,01:49 PM,02:17 AM,05:33 AM,06:19 PM,12,17,18,17,20,23,73,0.0,1018,22,9,129,13,shanghai
2014-04-11,19,12,0.0,12.9,4,81,02:41 PM,02:52 AM,05:32 AM,06:19 PM,11,14,15,14,26,53,79,0.0,1015,19,10,126,17,shanghai
2014-04-12,19,14,0.0,9.3,4,89,03:36 PM,03:27 AM,05:31 AM,06:20 PM,15,16,16,16,23,84,93,3.3,1011,19,9,222,15,shanghai
2014-04-13,15,10,0.0,9.4,3,96,04:30 PM,04:01 AM,05:30 AM,06:21 PM,12,13,14,13,20,71,90,0.2,1017,15,9,221,14,shanghai
2014-04-14,20,9,0.0,12.9,5,100,05:27 PM,04:35 AM,05:29 AM,06:21 PM,13,17,18,17,12,1,77,0.0,1021,20,9,69,9,shanghai
2014-04-15,19,10,0.0,13.0,5,89,06:25 PM,05:12 AM,05:27 AM,06:22 PM,10,15,15,15,27,9,71,0.0,1019,19,10,126,20,shanghai
2014-04-16,18,14,0.0,8.1,4,81,07:25 PM,05:52 AM,05:26 AM,06:23 PM,14,15,16,15,20,84,89,0.9,1012,18,10,201,13,shanghai
2014-04-17,24,13,0.0,10.7,5,74,08:26 PM,06:35 AM,05:25 AM,06:23 PM,16,19,20,19,11,55,83,0.6,1010,24,10,206,7,shanghai
2014-04-18,18,12,0.0,10.7,4,66,09:27 PM,07:24 AM,05:24 AM,06:24 PM,13,15,15,15,15,75,86,0.0,1016,18,7,40,11,shanghai
2014-04-19,15,12,0.0,8.1,3,59,10:25 PM,08:16 AM,05:23 AM,06:25 PM,13,13,14,13,21,91,94,0.0,1015,15,8,77,14,shanghai
2014-04-20,17,11,0.0,9.4,4,51,11:21 PM,09:14 AM,05:22 AM,06:25 PM,12,14,14,14,15,75,86,0.1,1017,17,8,43,11,shanghai
2014-04-21,16,10,0.0,8.2,3,44,No moonrise,10:14 AM,05:21 AM,06:26 PM,11,13,13,13,15,85,85,1.7,1017,16,8,72,11,shanghai
2014-04-22,20,10,0.0,12.0,4,36,12:12 AM,11:18 AM,05:20 AM,06:27 PM,11,14,15,14,14,54,80,0.6,1018,20,9,147,10,shanghai
2014-04-23,19,8,0.0,13.1,5,28,12:59 AM,12:21 PM,05:19 AM,06:27 PM,8,15,15,15,16,25,65,0.0,1018,19,10,123,11,shanghai
2014-04-24,20,12,0.0,10.7,4,21,01:43 AM,01:25 PM,05:18 AM,06:28 PM,13,16,17,16,26,52,82,0.4,1017,20,9,123,18,shanghai
2014-04-25,20,15,0.0,13.1,4,13,02:24 AM,02:28 PM,05:17 AM,06:29 PM,14,17,17,17,34,50,83,0.0,1018,20,10,125,23,shanghai
2014-04-26,17,16,0.0,8.2,4,6,03:04 AM,03:32 PM,05:16 AM,06:29 PM,16,16,16,16,32,99,97,1.0,1016,17,9,135,20,shanghai
2014-04-27,20,15,0.0,9.5,4,0,03:44 AM,04:34 PM,05:15 AM,06:30 PM,16,17,17,17,24,77,90,0.3,1014,20,7,272,16,shanghai
2014-04-28,18,13,0.0,10.7,4,0,04:23 AM,05:36 PM,05:14 AM,06:31 PM,13,15,16,15,29,49,84,0.0,1016,18,8,310,20,shanghai
2014-04-29,23,12,0.0,13.2,5,0,05:05 AM,06:36 PM,05:13 AM,06:31 PM,12,18,19,18,17,11,72,0.1,1015,23,10,244,13,shanghai
2014-04-30,23,9,0.0,13.2,5,1,05:48 AM,07:35 PM,05:12 AM,06:32 PM,12,18,18,18,15,6,71,0.0,1014,23,8,173,9,shanghai
2014-05-01,26,14,0.0,13.2,6,9,06:33 AM,08:30 PM,05:11 AM,06:33 PM,14,22,22,21,18,8,67,0.0,1014,26,10,177,12,shanghai
2014-05-02,30,16,0.0,13.2,6,16,07:21 AM,09:23 PM,05:10 AM,06:33 PM,14,24,24,23,20,13,57,0.0,1017,30,10,198,14,shanghai
2014-05-03,18,14,0.0,13.3,4,23,08:11 AM,10:11 PM,05:09 AM,06:34 PM,10,16,16,16,21,45,66,0.2,1021,18,9,93,15,shanghai
2014-05-04,19,13,0.0,10.8,4,31,09:02 AM,10:56 PM,05:08 AM,06:35 PM,13,16,16,16,17,67,81,4.4,1017,19,9,210,11,shanghai
2014-05-05,19,11,0.0,13.3,4,38,09:54 AM,11:37 PM,05:07 AM,06:35 PM,4,15,15,15,19,38,49,0.0,1022,19,10,74,13,shanghai
2014-05-06,20,10,0.0,13.3,5,45,10:46 AM,No moonset,05:06 AM,06:36 PM,6,16,16,16,23,6,52,0.0,1020,20,10,144,16,shanghai
2014-05-07,24,14,0.0,10.8,5,52,11:39 AM,12:15 AM,05:05 AM,06:37 PM,13,19,20,19,24,41,69,0.0,1012,24,10,169,17,shanghai
2014-05-08,25,15,0.0,12.0,5,60,12:31 PM,12:50 AM,05:05 AM,06:38 PM,14,21,22,21,18,36,65,0.0,1014,25,10,156,13,shanghai
2014-05-09,20,14,0.0,13.3,5,67,01:25 PM,01:25 AM,05:04 AM,06:38 PM,11,17,17,17,23,48,68,0.1,1015,20,10,113,17,shanghai
2014-05-10,19,16,0.0,8.4,4,74,02:18 PM,01:58 AM,05:03 AM,06:39 PM,17,18,18,18,36,98,92,0.6,1012,19,9,121,23,shanghai
2014-05-11,23,17,0.0,8.4,5,81,03:14 PM,02:32 AM,05:02 AM,06:40 PM,18,20,20,20,29,85,88,2.0,1007,23,9,223,19,shanghai
2014-05-12,25,15,0.0,12.0,5,89,04:11 PM,03:08 AM,05:01 AM,06:40 PM,13,21,21,21,15,36,63,0.0,1012,25,10,219,10,shanghai
2014-05-13,23,16,0.0,13.3,5,96,05:11 PM,03:46 AM,05:01 AM,06:41 PM,13,20,20,20,25,50,68,4.4,1008,23,10,150,18,shanghai
2014-05-14,28,18,0.0,12.1,5,100,06:12 PM,04:28 AM,05:00 AM,06:42 PM,19,23,23,22,13,76,83,2.8,1002,28,8,248,9,shanghai
2014-05-15,26,16,0.0,13.8,6,89,07:15 PM,05:15 AM,04:59 AM,06:42 PM,14,22,22,21,15,30,64,0.0,1007,26,10,173,10,shanghai
2014-05-16,25,16,0.0,13.8,6,82,08:15 PM,06:07 AM,04:59 AM,06:43 PM,13,22,22,21,18,17,61,0.0,1010,25,10,137,12,shanghai
2014-05-17,21,17,0.0,8.7,4,75,09:14 PM,07:05 AM,04:58 AM,06:44 PM,16,19,19,19,18,98,86,1.1,1011,21,7,116,13,shanghai
2014-05-18,19,16,0.0,8.7,4,68,10:08 PM,08:06 AM,04:58 AM,06:44 PM,15,18,18,18,15,91,84,0.5,1012,19,7,60,12,shanghai
2014-05-19,23,16,0.0,8.7,5,60,10:58 PM,09:10 AM,04:57 AM,06:45 PM,17,20,21,20,9,77,83,0.3,1010,23,10,116,7,shanghai
2014-05-20,25,18,0.0,12.2,5,53,11:44 PM,10:14 AM,04:56 AM,06:46 PM,18,22,22,22,16,48,79,0.3,1008,25,8,234,12,shanghai
2014-05-21,27,17,0.0,13.9,6,46,No moonrise,11:19 AM,04:56 AM,06:46 PM,17,24,24,23,18,15,72,0.0,1009,27,10,146,13,shanghai
2014-05-22,26,18,0.0,13.9,6,39,12:25 AM,12:22 PM,04:55 AM,06:47 PM,16,23,23,22,24,8,72,0.0,1012,26,10,155,18,shanghai
2014-05-23,25,18,0.0,13.9,6,31,01:05 AM,01:24 PM,04:55 AM,06:48 PM,17,23,23,22,27,2,77,0.0,1016,25,10,134,21,shanghai
2014-05-24,25,18,0.0,11.0,5,24,01:44 AM,02:25 PM,04:54 AM,06:48 PM,19,24,24,22,31,49,83,0.0,1013,25,10,147,22,shanghai
2014-05-25,29,21,0.0,9.9,6,17,02:22 AM,03:26 PM,04:54 AM,06:49 PM,22,28,28,25,15,80,84,1.5,1008,29,10,223,11,shanghai
2014-05-26,30,21,0.0,13.3,6,9,03:02 AM,04:25 PM,04:53 AM,06:49 PM,19,28,28,26,14,33,69,0.0,1009,30,8,186,10,shanghai
2014-05-27,32,21,0.0,14.0,7,2,03:43 AM,05:24 PM,04:53 AM,06:50 PM,15,28,28,27,20,15,50,0.0,1005,32,10,228,13,shanghai
2014-05-28,35,22,0.0,14.0,7,0,04:27 AM,06:20 PM,04:53 AM,06:51 PM,15,30,30,29,18,19,46,0.0,1006,35,10,217,11,shanghai
2014-05-29,32,22,0.0,14.0,7,0,05:14 AM,07:15 PM,04:52 AM,06:51 PM,16,28,28,27,19,16,52,0.0,1007,32,10,155,12,shanghai
2014-05-30,31,22,0.0,13.4,6,5,06:02 AM,08:05 PM,04:52 AM,06:52 PM,16,28,28,27,22,29,52,0.0,1009,31,10,169,15,shanghai
2014-05-31,26,20,0.0,14.0,6,9,06:53 AM,08:51 PM,04:52 AM,06:52 PM,18,24,24,23,28,31,77,0.0,1011,26,10,142,21,shanghai
2014-06-01,25,20,0.0,8.8,5,20,07:45 AM,09:34 PM,04:51 AM,06:53 PM,20,24,24,23,35,85,87,8.2,1005,25,9,152,26,shanghai
2014-06-02,27,20,0.0,14.0,6,28,08:37 AM,10:13 PM,04:51 AM,06:53 PM,19,25,25,23,28,40,78,0.0,1003,27,10,281,20,shanghai
2014-06-03,23,17,0.0,9.9,5,35,09:30 AM,10:49 PM,04:51 AM,06:54 PM,16,22,22,21,21,61,74,0.3,1005,23,10,299,15,shanghai
2014-06-04,25,18,0.0,11.1,5,43,10:22 AM,11:24 PM,04:51 AM,06:55 PM,17,23,23,22,19,55,72,0.0,1005,25,10,244,13,shanghai
2014-06-05,27,18,0.0,13.4,5,50,11:15 AM,11:57 PM,04:51 AM,06:55 PM,18,24,24,23,13,46,78,0.1,1006,27,9,105,10,shanghai
2014-06-06,28,19,0.0,14.1,6,58,12:08 PM,No moonset,04:51 AM,06:56 PM,19,25,25,24,13,20,74,0.0,1005,28,10,117,10,shanghai
2014-06-07,30,20,0.0,14.1,7,65,01:02 PM,12:30 AM,04:50 AM,06:56 PM,21,27,27,25,14,20,78,0.0,1004,30,10,122,10,shanghai
2014-06-08,27,21,0.0,14.1,6,73,01:57 PM,01:04 AM,04:50 AM,06:56 PM,19,26,26,24,15,21,77,0.0,1006,27,10,115,12,shanghai
2014-06-09,26,20,0.0,14.1,6,81,02:55 PM,01:41 AM,04:50 AM,06:57 PM,19,24,24,23,20,28,80,0.0,1006,26,10,109,16,shanghai
2014-06-10,28,20,0.0,13.4,5,88,03:55 PM,02:20 AM,04:50 AM,06:57 PM,19,26,26,24,16,27,76,0.0,1007,28,10,73,13,shanghai
2014-06-11,28,20,0.0,13.4,5,96,04:57 PM,03:04 AM,04:50 AM,06:58 PM,19,25,25,24,13,43,75,0.3,1007,28,8,69,10,shanghai
