date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-05-14,26,20,0.0,13.3,5,19,02:06 AM,02:31 PM,05:00 AM,06:41 PM,19,25,25,23,21,35,80,2.1,1009,26,10,187,14,shanghai
2015-05-15,27,20,0.0,9.6,5,12,02:48 AM,03:36 PM,05:00 AM,06:42 PM,20,26,26,24,15,69,83,2.8,1008,27,9,208,11,shanghai
2015-05-16,24,16,0.0,13.8,6,5,03:31 AM,04:41 PM,04:59 AM,06:43 PM,12,20,21,20,19,30,63,0.0,1013,24,10,61,14,shanghai
2015-05-17,24,15,0.0,12.2,5,0,04:15 AM,05:46 PM,04:58 AM,06:43 PM,14,20,21,20,22,50,69,0.0,1009,24,10,131,16,shanghai
2015-05-18,22,18,0.0,9.8,5,0,05:02 AM,06:49 PM,04:58 AM,06:44 PM,19,21,22,21,8,70,91,2.0,1005,22,8,155,5,shanghai
2015-05-19,28,18,0.0,13.9,6,2,05:52 AM,07:50 PM,04:57 AM,06:45 PM,19,25,25,24,14,12,79,0.0,1007,28,8,143,10,shanghai
2015-05-20,27,17,0.0,13.3,6,9,06:44 AM,08:45 PM,04:56 AM,06:45 PM,13,23,23,23,19,15,58,0.0,1013,27,10,36,14,shanghai
2015-05-21,24,14,0.0,13.9,6,17,07:39 AM,09:37 PM,04:56 AM,06:46 PM,10,21,22,21,16,1,51,0.0,1016,24,10,86,14,shanghai
2015-05-22,25,15,0.0,13.9,6,24,08:33 AM,10:23 PM,04:55 AM,06:47 PM,13,20,21,20,22,17,67,0.0,1012,25,10,127,16,shanghai
2015-05-23,23,19,0.0,9.9,5,31,09:29 AM,11:05 PM,04:55 AM,06:47 PM,18,21,22,21,15,86,82,0.2,1009,23,10,105,11,shanghai
2015-05-24,25,18,0.0,11.0,5,39,10:22 AM,11:43 PM,04:54 AM,06:48 PM,17,22,22,22,13,53,76,0.1,1009,25,10,90,10,shanghai
2015-05-25,27,17,0.0,14.0,6,46,11:16 AM,No moonset,04:54 AM,06:49 PM,16,23,23,22,16,14,68,0.0,1010,27,10,112,12,shanghai
2015-05-26,27,17,0.0,14.0,6,53,12:08 PM,12:18 AM,04:54 AM,06:49 PM,12,22,22,22,25,26,55,0.0,1011,27,10,123,18,shanghai
2015-05-27,27,20,0.0,12.2,5,60,01:00 PM,12:52 AM,04:53 AM,06:50 PM,18,25,25,23,31,53,72,0.0,1006,27,10,133,23,shanghai
2015-05-28,26,20,0.0,8.7,5,68,01:52 PM,01:25 AM,04:53 AM,06:50 PM,20,25,25,23,16,80,83,0.0,1005,26,8,68,12,shanghai
2015-05-29,26,20,0.0,8.7,5,75,02:44 PM,01:58 AM,04:52 AM,06:51 PM,21,25,25,23,19,84,85,0.4,1004,26,10,123,15,shanghai
2015-05-30,25,20,0.0,9.9,5,82,03:39 PM,02:32 AM,04:52 AM,06:52 PM,20,25,25,23,20,81,81,3.7,1006,25,9,184,15,shanghai
2015-05-31,26,19,0.0,12.2,5,86,04:33 PM,03:09 AM,04:52 AM,06:52 PM,19,24,24,23,15,56,80,0.3,1009,26,10,128,12,shanghai
2015-06-01,28,19,0.0,14.0,7,100,05:30 PM,03:48 AM,04:52 AM,06:53 PM,20,25,25,24,25,25,79,0.6,1008,28,10,138,19,shanghai
2015-06-02,30,22,0.0,9.9,6,100,06:26 PM,04:31 AM,04:51 AM,06:53 PM,22,29,29,26,16,70,83,2.9,1004,30,10,173,11,shanghai
2015-06-03,25,20,0.0,13.4,5,85,07:23 PM,05:20 AM,04:51 AM,06:54 PM,15,24,24,23,24,57,66,0.2,1011,25,9,29,17,shanghai
2015-06-04,26,19,0.0,11.1,5,77,08:17 PM,06:13 AM,04:51 AM,06:54 PM,10,23,23,22,14,61,49,0.0,1011,26,10,123,11,shanghai
2015-06-05,28,18,0.0,12.2,5,69,09:10 PM,07:10 AM,04:51 AM,06:55 PM,14,24,24,24,14,44,57,0.0,1007,28,10,243,10,shanghai
2015-06-06,30,20,0.0,14.0,7,62,09:58 PM,08:10 AM,04:51 AM,06:55 PM,16,26,26,25,27,12,61,0.0,1010,30,10,151,20,shanghai
2015-06-07,26,21,0.0,8.8,5,54,10:43 PM,09:13 AM,04:50 AM,06:56 PM,20,25,25,23,23,88,85,4.4,1009,26,8,131,17,shanghai
2015-06-08,24,21,0.0,8.8,5,47,11:27 PM,10:16 AM,04:50 AM,06:56 PM,21,25,25,23,9,89,93,14.3,1005,24,6,159,6,shanghai
2015-06-09,26,20,0.0,9.9,5,39,No moonrise,11:19 AM,04:50 AM,06:57 PM,20,25,25,23,16,82,84,1.8,1007,26,10,183,11,shanghai
2015-06-10,29,22,0.0,8.8,6,32,12:07 AM,12:22 PM,04:50 AM,06:57 PM,22,27,27,25,15,89,86,2.2,1005,29,7,154,11,shanghai
2015-06-11,30,24,0.0,11.1,6,24,12:47 AM,01:26 PM,04:50 AM,06:58 PM,21,30,30,28,23,44,69,0.0,1004,30,9,240,16,shanghai
2015-06-12,34,23,0.0,14.1,8,17,01:28 AM,02:29 PM,04:50 AM,06:58 PM,19,32,32,30,22,7,57,0.0,1007,34,10,210,16,shanghai
2015-06-13,32,24,0.0,9.9,6,9,02:10 AM,03:33 PM,04:50 AM,06:58 PM,19,29,29,27,19,63,62,0.0,1005,32,10,211,13,shanghai
2015-06-14,31,24,0.0,11.1,6,2,02:55 AM,04:35 PM,04:50 AM,06:59 PM,20,28,28,26,17,49,68,0.0,1008,31,10,207,13,shanghai
2015-06-15,26,23,0.0,8.8,6,0,03:43 AM,05:36 PM,04:50 AM,06:59 PM,23,29,29,26,9,84,84,16.5,1008,26,8,112,7,shanghai
2015-06-16,25,22,0.0,10.2,5,0,04:33 AM,06:33 PM,04:50 AM,07:00 PM,21,25,25,23,21,89,87,6.8,1006,25,9,92,16,shanghai
2015-06-17,29,22,0.0,10.2,6,0,05:26 AM,07:27 PM,04:50 AM,07:00 PM,23,28,28,25,20,89,87,7.7,1001,29,9,167,14,shanghai
2015-06-18,24,20,0.0,11.2,5,6,06:21 AM,08:16 PM,04:51 AM,07:00 PM,20,25,25,23,15,78,86,3.7,1005,24,10,52,11,shanghai
2015-06-19,27,19,0.0,14.5,7,13,07:17 AM,09:00 PM,04:51 AM,07:00 PM,19,25,25,24,15,21,77,0.0,1009,27,10,119,11,shanghai
2015-06-20,28,21,0.0,14.5,7,21,08:11 AM,09:40 PM,04:51 AM,07:01 PM,21,27,27,25,18,35,78,0.0,1009,28,10,140,14,shanghai
2015-06-21,27,21,0.0,10.2,5,28,09:06 AM,10:17 PM,04:51 AM,07:01 PM,20,26,26,24,19,83,82,2.5,1010,27,10,145,14,shanghai
2015-06-22,27,21,0.0,9.1,5,36,09:59 AM,10:51 PM,04:51 AM,07:01 PM,22,27,27,24,15,93,90,35.7,1007,27,6,132,11,shanghai
2015-06-23,30,23,0.0,10.1,6,44,10:51 AM,11:25 PM,04:52 AM,07:01 PM,24,30,30,26,13,78,86,3.7,1008,30,7,106,9,shanghai
2015-06-24,31,24,0.0,11.2,6,51,11:43 AM,11:57 PM,04:52 AM,07:02 PM,25,32,32,27,13,61,85,0.1,1005,31,9,130,10,shanghai
2015-06-25,34,26,0.0,12.3,7,59,12:35 PM,No moonset,04:52 AM,07:02 PM,25,37,37,31,25,44,73,4.6,1000,34,10,233,16,shanghai
2015-06-26,27,23,0.0,9.1,6,66,01:28 PM,12:31 AM,04:52 AM,07:02 PM,24,30,30,26,14,82,87,5.1,1002,27,8,200,10,shanghai
2015-06-27,25,22,0.0,9.1,5,74,02:21 PM,01:06 AM,04:53 AM,07:02 PM,22,26,26,24,23,99,92,0.0,1004,25,10,93,17,shanghai
2015-06-28,24,22,0.0,9.1,5,81,03:17 PM,01:44 AM,04:53 AM,07:02 PM,21,25,25,23,21,99,92,1.0,1008,24,9,91,15,shanghai
2015-06-29,28,22,0.0,11.2,6,89,04:13 PM,02:25 AM,04:53 AM,07:02 PM,24,29,29,26,23,78,92,0.2,1004,28,7,138,16,shanghai
2015-06-30,34,22,0.0,11.2,7,96,05:10 PM,03:11 AM,04:54 AM,07:02 PM,24,34,34,28,29,66,80,0.0,999,34,10,272,20,shanghai
2015-07-01,26,20,0.0,12.3,5,100,06:07 PM,04:02 AM,04:54 AM,07:02 PM,21,25,25,24,10,58,84,5.3,1002,26,9,146,8,shanghai
2015-07-02,27,21,0.0,14.5,7,100,07:01 PM,04:58 AM,04:54 AM,07:02 PM,21,27,27,25,10,26,79,0.0,1003,27,10,118,8,shanghai
2015-07-03,28,21,0.0,12.3,6,85,07:53 PM,05:58 AM,04:55 AM,07:02 PM,19,27,27,24,14,48,74,0.0,1006,28,10,96,10,shanghai
2015-07-04,22,19,0.0,9.0,5,78,08:41 PM,07:02 AM,04:55 AM,07:02 PM,19,21,23,21,15,97,87,5.8,1010,22,10,90,10,shanghai
2015-07-05,21,19,0.0,9.0,5,71,09:26 PM,08:06 AM,04:56 AM,07:02 PM,18,20,21,20,16,98,86,2.1,1011,21,9,94,11,shanghai
2015-07-06,20,18,0.0,9.0,4,63,10:08 PM,09:12 AM,04:56 AM,07:02 PM,17,19,19,19,23,89,90,6.6,1010,20,10,48,14,shanghai
2015-07-07,24,19,0.0,10.1,5,56,10:49 PM,10:16 AM,04:57 AM,07:02 PM,19,21,22,21,25,87,86,0.0,1007,24,10,102,18,shanghai
2015-07-08,25,20,0.0,9.0,5,49,11:30 PM,11:20 AM,04:57 AM,07:01 PM,20,24,24,23,20,91,87,6.2,1009,25,9,66,13,shanghai
2015-07-09,27,21,0.0,9.0,6,42,No moonrise,12:23 PM,04:58 AM,07:01 PM,23,28,28,25,23,95,92,0.4,1009,27,8,42,17,shanghai
2015-07-10,29,23,0.0,13.4,6,34,12:11 AM,01:26 PM,04:58 AM,07:01 PM,23,29,29,26,47,54,83,1.0,1005,29,10,44,33,shanghai
2015-07-11,24,23,0.0,9.0,5,27,12:54 AM,02:27 PM,04:59 AM,07:01 PM,23,26,26,24,82,100,93,36.1,990,24,7,73,51,shanghai
2015-07-12,29,23,0.0,11.2,6,20,01:39 AM,03:27 PM,04:59 AM,07:00 PM,23,28,28,25,44,73,88,0.1,995,29,10,281,28,shanghai
2015-07-13,33,23,0.0,14.0,6,13,02:27 AM,04:25 PM,05:00 AM,07:00 PM,24,34,34,29,19,10,77,1.6,1002,33,10,214,11,shanghai
2015-07-14,32,23,0.0,13.4,6,5,03:19 AM,05:19 PM,05:00 AM,07:00 PM,24,33,33,29,15,22,76,0.0,1003,32,10,125,10,shanghai
2015-07-15,30,23,0.0,14.0,7,0,04:12 AM,06:09 PM,05:01 AM,07:00 PM,24,31,31,27,18,20,83,0.0,1003,30,9,105,14,shanghai
2015-07-16,29,23,0.0,9.7,6,0,05:07 AM,06:55 PM,05:01 AM,06:59 PM,23,28,28,25,21,86,87,0.2,1002,29,8,107,16,shanghai
2015-07-17,28,23,0.0,8.5,6,2,06:02 AM,07:37 PM,05:02 AM,06:59 PM,23,28,28,25,31,86,87,0.0,1004,28,10,121,22,shanghai
2015-07-18,29,24,0.0,10.9,6,9,06:56 AM,08:15 PM,05:03 AM,06:58 PM,23,29,29,26,27,76,87,0.0,1005,29,10,130,20,shanghai
2015-07-19,30,23,0.0,8.5,6,16,07:50 AM,08:51 PM,05:03 AM,06:58 PM,24,30,30,26,17,78,88,0.1,1006,30,8,83,13,shanghai
2015-07-20,30,24,0.0,10.9,6,24,08:42 AM,09:25 PM,05:04 AM,06:57 PM,24,31,31,27,14,67,87,0.0,1006,30,8,93,10,shanghai
2015-07-21,31,23,0.0,10.9,6,31,09:35 AM,09:58 PM,05:04 AM,06:57 PM,24,31,31,27,12,54,84,0.0,1005,31,8,94,8,shanghai
2015-07-22,31,23,0.0,13.3,6,38,10:26 AM,10:30 PM,05:05 AM,06:56 PM,25,34,34,28,9,40,83,10.5,1005,31,7,152,5,shanghai
2015-07-23,32,25,0.0,12.1,6,45,11:18 AM,11:04 PM,05:06 AM,06:56 PM,26,34,34,28,16,47,85,6.3,1004,32,8,200,11,shanghai
2015-07-24,31,26,0.0,10.9,6,53,12:11 PM,11:40 PM,05:06 AM,06:55 PM,26,35,35,29,15,55,84,3.0,1003,31,10,192,10,shanghai
2015-07-25,33,26,0.0,13.5,7,60,01:05 PM,No moonset,05:07 AM,06:55 PM,26,36,36,30,10,29,80,9.8,1004,33,9,178,6,shanghai
2015-07-26,35,25,0.0,13.5,7,67,02:00 PM,12:19 AM,05:07 AM,06:54 PM,26,38,38,31,12,29,77,5.7,1006,35,10,206,7,shanghai
2015-07-27,35,27,0.0,13.5,7,74,02:56 PM,01:02 AM,05:08 AM,06:53 PM,26,39,39,32,16,22,72,2.2,1008,35,10,217,10,shanghai
2015-07-28,36,27,0.0,13.4,7,82,03:52 PM,01:50 AM,05:09 AM,06:53 PM,25,40,40,33,18,11,66,0.0,1008,36,10,226,11,shanghai
2015-07-29,36,27,0.0,13.4,8,89,04:47 PM,02:43 AM,05:09 AM,06:52 PM,25,39,39,32,18,8,68,0.0,1008,36,10,200,12,shanghai
2015-07-30,34,26,0.0,13.4,8,96,05:41 PM,03:42 AM,05:10 AM,06:51 PM,24,36,36,31,18,8,67,0.0,1008,34,10,196,12,shanghai
2015-07-31,35,26,0.0,13.4,8,100,06:31 PM,04:44 AM,05:11 AM,06:51 PM,24,37,37,31,18,9,65,0.0,1008,35,10,192,12,shanghai
2015-08-01,36,26,0.0,13.4,7,89,07:19 PM,05:50 AM,05:11 AM,06:50 PM,25,39,39,32,14,8,70,0.2,1009,36,10,182,9,shanghai
2015-08-02,36,27,0.0,13.4,8,82,08:04 PM,06:56 AM,05:12 AM,06:49 PM,26,40,40,32,20,6,71,0.0,1009,36,10,172,14,shanghai
2015-08-03,36,27,0.0,13.4,8,75,08:47 PM,08:03 AM,05:12 AM,06:48 PM,25,39,39,32,23,6,68,0.0,1008,36,10,171,15,shanghai
2015-08-04,37,26,0.0,13.4,8,67,09:29 PM,09:10 AM,05:13 AM,06:48 PM,24,38,38,32,20,5,67,0.0,1006,37,10,177,14,shanghai
2015-08-05,36,26,0.0,13.3,8,60,10:11 PM,10:14 AM,05:14 AM,06:47 PM,25,38,38,31,22,10,71,0.0,1006,36,10,155,15,shanghai
2015-08-06,32,25,0.0,13.3,7,53,10:54 PM,11:19 AM,05:14 AM,06:46 PM,24,33,33,29,28,12,75,0.0,1007,32,10,137,19,shanghai
2015-08-07,32,26,0.0,13.3,7,46,11:39 PM,12:21 PM,05:15 AM,06:45 PM,25,34,34,29,24,46,80,0.1,1010,32,8,90,17,shanghai
2015-08-08,31,26,0.0,10.8,6,38,No moonrise,01:22 PM,05:16 AM,06:44 PM,25,33,33,28,36,63,85,4.1,1009,31,10,86,24,shanghai
2015-08-09,29,26,0.0,12.0,6,31,12:26 AM,02:20 PM,05:16 AM,06:43 PM,25,32,32,27,42,67,88,13.2,1007,29,9,101,24,shanghai
2015-08-10,27,25,0.0,10.8,6,24,01:16 AM,03:15 PM,05:17 AM,06:42 PM,24,30,30,26,41,78,89,0.0,1005,27,10,134,24,shanghai
2015-08-11,28,24,0.0,9.5,6,16,02:07 AM,04:05 PM,05:18 AM,06:41 PM,23,29,29,26,40,75,84,0.0,1003,28,10,251,26,shanghai
2015-08-12,30,22,0.0,10.8,6,9,03:01 AM,04:52 PM,05:18 AM,06:40 PM,22,29,29,27,18,52,78,0.1,1008,30,10,202,12,shanghai
2015-08-13,30,22,0.0,13.2,7,2,03:55 AM,05:35 PM,05:19 AM,06:39 PM,23,30,30,27,12,29,79,0.1,1008,30,10,137,8,shanghai
2015-08-14,31,23,0.0,13.2,7,0,04:49 AM,06:14 PM,05:19 AM,06:38 PM,21,29,29,27,16,22,73,0.0,1007,31,10,120,11,shanghai
2015-08-15,30,23,0.0,12.0,6,0,05:43 AM,06:51 PM,05:20 AM,06:37 PM,23,30,30,27,16,44,80,0.7,1006,30,10,95,12,shanghai
2015-08-16,29,24,0.0,10.7,6,5,06:35 AM,07:25 PM,05:21 AM,06:36 PM,24,30,30,27,19,61,85,0.6,1006,29,8,51,14,shanghai
2015-08-17,31,23,0.0,13.1,7,12,07:28 AM,07:58 PM,05:21 AM,06:35 PM,23,31,31,28,14,9,77,0.0,1008,31,9,68,11,shanghai
2015-08-18,30,22,0.0,13.1,7,20,08:19 AM,08:31 PM,05:22 AM,06:34 PM,23,29,29,26,18,25,83,0.0,1010,30,10,97,13,shanghai
2015-08-19,31,23,0.0,13.1,7,27,09:11 AM,09:05 PM,05:23 AM,06:33 PM,23,30,30,27,18,21,79,0.0,1010,31,8,108,13,shanghai
2015-08-20,31,25,0.0,10.7,6,34,10:03 AM,09:40 PM,05:23 AM,06:32 PM,25,34,34,28,20,61,84,11.6,1007,31,9,236,13,shanghai
2015-08-21,28,23,0.0,8.2,6,42,10:56 AM,10:16 PM,05:24 AM,06:31 PM,24,29,29,26,12,92,89,5.6,1006,28,8,171,9,shanghai
2015-08-22,26,23,0.0,8.2,5,49,11:49 AM,10:56 PM,05:24 AM,06:30 PM,22,27,27,24,21,85,87,0.1,1006,26,9,82,14,shanghai
2015-08-23,26,23,0.0,8.2,5,56,12:43 PM,11:41 PM,05:25 AM,06:29 PM,23,27,27,25,26,89,90,1.9,1005,26,9,42,18,shanghai
2015-08-24,27,21,0.0,8.1,5,63,01:39 PM,No moonset,05:26 AM,06:28 PM,22,27,27,24,35,84,91,2.3,1002,27,10,103,21,shanghai
2015-08-25,30,20,0.0,13.0,6,71,02:33 PM,12:30 AM,05:26 AM,06:27 PM,21,26,26,24,28,38,82,0.4,1006,30,10,315,19,shanghai
2015-08-26,29,20,0.0,13.0,7,78,03:27 PM,01:25 AM,05:27 AM,06:25 PM,22,28,28,26,9,17,79,0.3,1009,29,10,252,6,shanghai
2015-08-27,30,22,0.0,13.0,6,85,04:18 PM,02:24 AM,05:27 AM,06:24 PM,22,30,30,27,9,17,75,0.1,1009,30,10,182,5,shanghai
2015-08-28,29,21,0.0,13.0,6,92,05:07 PM,03:28 AM,05:28 AM,06:23 PM,22,29,29,27,10,15,76,3.9,1009,29,10,121,6,shanghai
2015-08-29,30,22,0.0,12.9,7,100,05:54 PM,04:34 AM,05:29 AM,06:22 PM,22,29,29,27,11,14,75,0.0,1008,30,10,79,8,shanghai
2015-08-30,29,21,0.0,12.9,7,100,06:39 PM,05:42 AM,05:29 AM,06:21 PM,22,29,29,26,13,7,77,0.0,1009,29,10,99,9,shanghai
2015-08-31,29,21,0.0,12.9,7,89,07:23 PM,06:50 AM,05:30 AM,06:20 PM,22,29,29,26,14,18,79,0.0,1010,29,10,103,10,shanghai
2015-09-01,29,23,0.0,11.9,6,74,08:06 PM,07:58 AM,05:30 AM,06:18 PM,22,29,29,26,15,48,79,0.5,1009,29,9,128,10,shanghai
2015-09-02,29,23,0.0,12.9,6,66,08:50 PM,09:05 AM,05:31 AM,06:17 PM,22,30,30,27,11,36,73,0.6,1011,29,10,189,7,shanghai
2015-09-03,30,20,0.0,12.8,7,59,09:36 PM,10:11 AM,05:32 AM,06:16 PM,21,30,30,27,15,9,73,0.0,1014,30,10,236,10,shanghai
2015-09-04,29,22,0.0,12.8,6,51,10:23 PM,11:14 AM,05:32 AM,06:15 PM,22,30,30,27,20,23,75,1.5,1012,29,10,156,15,shanghai
2015-09-05,28,23,0.0,11.9,6,44,11:13 PM,12:14 PM,05:33 AM,06:13 PM,22,29,29,26,14,69,80,1.9,1011,28,9,108,10,shanghai
2015-09-06,28,23,0.0,12.8,6,36,No moonrise,01:11 PM,05:33 AM,06:12 PM,22,29,29,26,15,61,81,0.6,1011,28,9,132,11,shanghai
2015-09-07,28,20,0.0,12.8,7,29,12:04 AM,02:03 PM,05:34 AM,06:11 PM,21,27,27,25,18,19,80,0.1,1010,28,10,108,13,shanghai
2015-09-08,28,21,0.0,12.8,7,21,12:57 AM,02:50 PM,05:34 AM,06:10 PM,20,27,27,25,20,25,74,0.2,1013,28,10,53,14,shanghai
2015-09-09,28,19,0.0,12.7,6,14,01:51 AM,03:35 PM,05:35 AM,06:09 PM,17,25,25,24,16,8,67,0.0,1015,28,10,38,11,shanghai
2015-09-10,28,18,0.0,12.7,6,6,02:44 AM,04:14 PM,05:36 AM,06:07 PM,17,25,25,24,14,8,67,0.0,1015,28,10,176,9,shanghai
2015-09-11,29,17,0.0,12.7,7,0,03:38 AM,04:51 PM,05:36 AM,06:06 PM,18,25,25,24,10,23,69,0.0,1013,29,10,124,6,shanghai
2015-09-12,22,17,0.0,11.9,5,0,04:30 AM,05:27 PM,05:37 AM,06:05 PM,17,20,21,20,20,50,81,1.3,1016,22,10,317,12,shanghai
2015-09-13,26,16,0.0,12.7,5,0,05:23 AM,06:00 PM,05:37 AM,06:04 PM,14,22,22,21,19,36,64,0.0,1019,26,10,107,12,shanghai
2015-09-14,26,18,0.0,11.9,5,1,06:15 AM,06:33 PM,05:38 AM,06:02 PM,17,24,24,23,12,48,69,0.0,1018,26,10,99,8,shanghai
2015-09-15,23,19,0.0,7.9,5,9,07:06 AM,07:06 PM,05:38 AM,06:01 PM,19,21,22,21,9,85,88,0.6,1017,23,7,248,6,shanghai
2015-09-16,26,19,0.0,12.6,5,16,07:58 AM,07:40 PM,05:39 AM,06:00 PM,19,24,24,23,28,54,78,10.4,1015,26,8,132,18,shanghai
2015-09-17,27,22,0.0,8.8,6,24,08:50 AM,08:16 PM,05:40 AM,05:58 PM,21,27,27,25,17,66,81,2.2,1012,27,9,141,12,shanghai
2015-09-18,27,21,0.0,8.8,5,32,09:43 AM,08:55 PM,05:40 AM,05:57 PM,20,27,27,25,19,60,79,0.5,1013,27,9,150,13,shanghai
2015-09-19,27,21,0.0,8.8,6,39,10:36 AM,09:37 PM,05:41 AM,05:56 PM,21,27,27,25,17,60,80,0.8,1012,27,9,188,12,shanghai
2015-09-20,27,21,0.0,8.8,5,47,11:30 AM,10:23 PM,05:41 AM,05:55 PM,21,27,27,24,19,57,82,2.6,1012,27,9,161,13,shanghai
2015-09-21,27,19,0.0,11.6,6,54,12:23 PM,11:14 PM,05:42 AM,05:53 PM,18,24,24,23,19,26,75,0.0,1013,27,10,75,13,shanghai
2015-09-22,27,21,0.0,7.4,5,62,01:15 PM,No moonset,05:42 AM,05:52 PM,20,26,26,24,20,75,80,0.2,1012,27,10,134,14,shanghai
2015-09-23,27,20,0.0,7.4,5,69,02:06 PM,12:09 AM,05:43 AM,05:51 PM,20,25,25,23,22,71,85,3.7,1008,27,9,277,15,shanghai
2015-09-24,27,20,0.0,6.0,5,77,02:55 PM,01:09 AM,05:44 AM,05:50 PM,20,24,24,23,16,80,84,0.8,1008,27,8,115,11,shanghai
2015-09-25,24,20,0.0,11.6,6,84,03:42 PM,02:12 AM,05:44 AM,05:48 PM,20,24,24,23,12,53,85,0.0,1008,24,10,59,8,shanghai
2015-09-26,27,19,0.0,11.6,6,92,04:27 PM,03:18 AM,05:45 AM,05:47 PM,19,25,25,24,19,13,78,0.0,1012,27,10,31,14,shanghai
2015-09-27,27,19,0.0,10.2,5,99,05:11 PM,04:26 AM,05:45 AM,05:46 PM,18,23,23,23,22,21,76,0.0,1013,27,10,29,15,shanghai
2015-09-28,26,19,0.0,6.0,5,100,05:55 PM,05:35 AM,05:46 AM,05:45 PM,19,25,25,23,30,71,80,0.8,1015,26,10,50,21,shanghai
2015-09-29,24,23,0.0,6.0,5,85,06:40 PM,06:43 AM,05:47 AM,05:43 PM,22,26,26,24,43,91,91,2.6,1016,24,10,73,27,shanghai
2015-09-30,29,25,0.0,6.0,6,78,07:27 PM,07:51 AM,05:47 AM,05:42 PM,24,30,30,27,30,76,86,0.0,1013,29,10,145,19,shanghai
2015-10-01,23,16,0.0,7.4,5,75,08:14 PM,08:58 AM,05:48 AM,05:41 PM,18,22,24,22,36,55,78,2.5,1013,23,10,283,24,shanghai
2015-10-02,24,14,0.0,11.6,6,68,09:05 PM,10:02 AM,05:48 AM,05:40 PM,14,22,23,22,15,4,61,0.0,1018,24,10,219,10,shanghai
2015-10-03,27,16,0.0,11.6,6,61,09:58 PM,11:02 AM,05:49 AM,05:38 PM,19,24,24,23,13,24,77,0.0,1020,27,10,134,8,shanghai
2015-10-04,25,19,0.0,8.8,5,53,10:51 PM,11:57 AM,05:50 AM,05:37 PM,17,22,22,21,18,66,80,1.9,1024,25,10,96,12,shanghai
2015-10-05,21,19,0.0,5.9,4,46,11:46 PM,12:48 PM,05:50 AM,05:36 PM,18,20,20,20,17,98,86,6.7,1022,21,10,68,11,shanghai
2015-10-06,23,19,0.0,5.9,5,39,No moonrise,01:33 PM,05:51 AM,05:35 PM,17,21,22,21,19,74,78,0.2,1019,23,10,94,12,shanghai
2015-10-07,24,19,0.0,5.9,5,31,12:40 AM,02:14 PM,05:51 AM,05:33 PM,17,24,24,22,25,90,74,0.0,1014,24,10,125,17,shanghai
2015-10-08,21,18,0.0,7.3,4,24,01:34 AM,02:52 PM,05:52 AM,05:32 PM,17,20,21,20,22,79,86,2.2,1014,21,8,136,14,shanghai
2015-10-09,24,16,0.0,10.2,6,17,02:26 AM,03:28 PM,05:53 AM,05:31 PM,14,20,21,20,17,17,70,0.0,1015,24,10,306,11,shanghai
2015-10-10,24,14,0.0,5.9,5,10,03:19 AM,04:02 PM,05:53 AM,05:30 PM,10,19,19,19,22,68,57,0.0,1015,24,10,291,14,shanghai
2015-10-11,22,12,0.0,11.6,5,2,04:10 AM,04:34 PM,05:54 AM,05:29 PM,7,18,18,18,18,11,52,0.0,1021,22,10,226,12,shanghai
2015-10-12,23,12,0.0,11.6,5,0,05:02 AM,05:08 PM,05:55 AM,05:27 PM,8,20,20,20,8,2,46,0.0,1023,23,10,285,6,shanghai
2015-10-13,24,12,0.0,11.6,4,0,05:54 AM,05:42 PM,05:55 AM,05:26 PM,9,20,20,20,9,31,51,0.0,1023,24,10,199,5,shanghai
2015-10-14,24,13,0.0,11.6,6,5,06:46 AM,06:17 PM,05:56 AM,05:25 PM,11,20,21,20,12,14,60,0.0,1021,24,10,111,8,shanghai
2015-10-15,25,15,0.0,11.6,6,12,07:39 AM,06:55 PM,05:57 AM,05:24 PM,16,23,24,23,11,0,68,0.0,1019,25,10,122,9,shanghai
2015-10-16,25,15,0.0,11.6,6,19,08:32 AM,07:36 PM,05:57 AM,05:23 PM,18,23,24,23,11,1,72,0.0,1019,25,10,88,9,shanghai
2015-10-17,25,15,0.0,11.6,6,27,09:26 AM,08:20 PM,05:58 AM,05:22 PM,16,23,23,23,13,0,67,0.0,1020,25,10,68,10,shanghai
2015-10-18,24,15,0.0,11.6,6,34,10:18 AM,09:09 PM,05:59 AM,05:21 PM,16,21,22,21,14,10,74,0.0,1019,24,10,69,10,shanghai
2015-10-19,24,15,0.0,11.6,6,41,11:10 AM,10:01 PM,05:59 AM,05:19 PM,14,20,21,20,16,34,71,0.0,1016,24,10,69,10,shanghai
2015-10-20,24,16,0.0,8.6,5,48,12:00 PM,10:57 PM,06:00 AM,05:18 PM,16,21,22,21,16,51,78,0.2,1015,24,10,80,11,shanghai
2015-10-21,25,17,0.0,8.7,6,56,12:48 PM,11:57 PM,06:01 AM,05:17 PM,18,23,24,23,15,7,76,0.0,1017,25,10,70,12,shanghai
2015-10-22,26,18,0.0,8.7,5,63,01:34 PM,No moonset,06:01 AM,05:16 PM,18,22,22,22,17,30,80,0.0,1018,26,9,69,12,shanghai
2015-10-23,25,17,0.0,8.7,6,70,02:17 PM,01:00 AM,06:02 AM,05:15 PM,18,24,24,22,14,27,79,0.0,1018,25,9,78,11,shanghai
